name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a1670	113	v829	v103	-106	92	-0.361796,50.831154,0 -0.362311,50.831062,0 -0.363195,50.831019,0 -0.363385,50.831024,0
a1671	9	v1278	v225	-157	68	-0.368147,50.814088,0 -0.368172,50.81405,0 -0.368234,50.814034,0
a1672	45	v012	v378	-2	178	-0.37974,50.823909,0 -0.379765,50.824315,0
a1673	38	v012	v851	179	-1	-0.37974,50.823909,0 -0.379729,50.823566,0
a1674	55	v175	v1281	77	-105	-0.355231,50.820301,0 -0.355148,50.820313,0 -0.354476,50.820429,0
a1675	41	v173	v1282	-92	78	-0.356771,50.820294,0 -0.356884,50.820292,0 -0.356971,50.820286,0 -0.35714,50.820274,0 -0.357348,50.820247,0
a1676	68	v173	v1283	164	-16	-0.356771,50.820294,0 -0.356511,50.819702,0
a1677	67	v1284	v1059	-95	85	-0.377692,50.837962,0 -0.378647,50.837908,0
a1678	70	v1089	v361	49	-128	-0.377188,50.830004,0 -0.376604,50.830322,0 -0.376422,50.830412,0
a1679	122	v808	v1285	-3	177	-0.378518,50.816787,0 -0.378597,50.817885,0
a1680	153	v541	v1286	67	-82	-0.361341,50.827844,0 -0.360881,50.827969,0 -0.360364,50.827977,0 -0.359829,50.827972,0 -0.359212,50.827914,0
a1681	94	v541	v1041	-28	142	-0.361341,50.827844,0 -0.361875,50.828488,0 -0.361994,50.828583,0
a1682	116	v318	v308	87	-93	-0.394889,50.833904,0 -0.393239,50.833953,0
a1683	26	v350	v754	-24	156	-0.380934,50.833015,0 -0.381086,50.833232,0
a1684	49	v816	v1265	172	-5	-0.378529,50.818332,0 -0.378476,50.818097,0 -0.378449,50.817892,0
a1685	16	v653	v1287	-106	74	-0.382114,50.831407,0 -0.382328,50.831369,0
a1686	5	v286	v1288	-1	179	-0.369184,50.830009,0 -0.369185,50.830054,0
a1687	61	v272	v1211	-92	88	-0.39238,50.828459,0 -0.393247,50.828444,0
a1688	51	v1289	v1171	173	-7	-0.377232,50.813952,0 -0.377145,50.8135,0
a1689	108	v599	v411	-31	73	-0.365941,50.830773,0 -0.365969,50.830803,0 -0.365995,50.830818,0 -0.366022,50.830828,0 -0.36606,50.830831,0 -0.366252,50.83084,0 -0.366379,50.830847,0 -0.36651,50.83086,0 -0.366604,50.830871,0 -0.366664,50.830879,0 -0.366697,50.830882,0 -0.366733,50.830882,0 -0.36677,50.830878,0 -0.366848,50.830861,0 -0.366952,50.83084,0 -0.367054,50.830816,0 -0.367187,50.830782,0 -0.367248,50.830769,0 -0.367389,50.830741,0
a1690	66	v485	v1268	-94	86	-0.389103,50.816727,0 -0.390036,50.816688,0
a1691	143	v1268	v1254	-8	172	-0.390036,50.816688,0 -0.39033,50.817962,0
a1692	50	v1290	v1291	-127	53	-0.383238,50.833908,0 -0.383806,50.833641,0
a1693	97	v1290	v753	141	-54	-0.383238,50.833908,0 -0.382974,50.833702,0 -0.382449,50.833351,0 -0.382287,50.833276,0
a1694	251	v772	v1290	139	-39	-0.384887,50.83589,0 -0.384811,50.835835,0 -0.38455,50.835467,0 -0.384371,50.835142,0 -0.384166,50.834762,0 -0.383733,50.834292,0 -0.383238,50.833908,0
a1695	124	v762	v1257	79	-101	-0.357138,50.81651,0 -0.355414,50.816728,0
a1696	128	v772	v1292	70	-93	-0.384887,50.83589,0 -0.383433,50.836216,0 -0.383154,50.836224,0
a1697	49	v1200	v1190	-23	157	-0.392987,50.823183,0 -0.393262,50.823586,0
a1698	30	v719	v1186	-19	161	-0.393504,50.824216,0 -0.393642,50.824471,0
a1699	77	v160	v1076	173	-3	-0.396315,50.827904,0 -0.396214,50.827348,0 -0.396203,50.827212,0
a1700	23	v728	v1293	92	-88	-0.38073,50.83749,0 -0.380397,50.837482,0
a1701	71	v804	v728	-4	179	-0.380734,50.836858,0 -0.380743,50.836931,0 -0.380778,50.837092,0 -0.380727,50.837282,0 -0.38073,50.83749,0
a1702	53	v798	v1293	-72	92	-0.379674,50.83737,0 -0.380038,50.837446,0 -0.380215,50.837478,0 -0.380397,50.837482,0
a1703	126	v751	v1090	65	-96	-0.373454,50.833651,0 -0.373179,50.833733,0 -0.372891,50.833814,0 -0.372611,50.833876,0 -0.372342,50.833922,0 -0.372168,50.833942,0 -0.37193,50.833967,0 -0.371748,50.833979,0
a1704	28	v1227	v751	-11	156	-0.373347,50.833413,0 -0.373394,50.833565,0 -0.373454,50.833651,0
a1705	18	v1293	v1294	-1	179	-0.380397,50.837482,0 -0.3804,50.837648,0
a1706	45	v804	v1295	-98	96	-0.380734,50.836858,0 -0.3811,50.836824,0 -0.381365,50.836843,0
a1707	116	v029	v1013	-3	177	-0.367074,50.832735,0 -0.367164,50.833775,0
a1708	182	v834	v249	167	-13	-0.364646,50.81376,0 -0.364048,50.812171,0
a1709	22	v753	v461	132	-48	-0.382287,50.833276,0 -0.382052,50.833143,0
a1710	68	v469	v1213	-14	166	-0.389452,50.835408,0 -0.389684,50.835998,0
a1711	190	v1103	v167	-1	169	-0.383671,50.82561,0 -0.38371,50.826934,0 -0.383822,50.827314,0
a1712	19	v459	v510	63	-117	-0.377736,50.819313,0 -0.377501,50.819389,0
a1713	50	v1179	v785	88	-13	-0.373095,50.816204,0 -0.372709,50.816212,0 -0.372636,50.816008,0
a1714	13	v1179	v1296	-3	177	-0.373095,50.816204,0 -0.373106,50.81632,0
a1715	52	v886	v1297	34	131	-0.354527,50.817624,0 -0.354397,50.817748,0 -0.354777,50.817954,0
a1716	69	v585	v1298	-3	90	-0.391004,50.819515,0 -0.391039,50.819998,0 -0.391254,50.819998,0
a1717	43	v585	v1207	88	-92	-0.391004,50.819515,0 -0.390399,50.819528,0
a1718	81	v294	v066	170	177	-0.373121,50.819372,0 -0.373084,50.819244,0 -0.373035,50.819055,0 -0.37266,50.819063,0 -0.372672,50.819236,0
a1719	110	v1016	v1177	92	-5	-0.37294,50.818304,0 -0.372564,50.818294,0 -0.372508,50.817977,0 -0.372303,50.817982,0 -0.372263,50.817676,0
a1720	72	v586	v619	-6	174	-0.392198,50.819691,0 -0.392299,50.820332,0
a1721	144	v1227	v1090	55	173	-0.373347,50.833413,0 -0.373238,50.833461,0 -0.373205,50.833488,0 -0.373178,50.83352,0 -0.373152,50.833562,0 -0.373108,50.833608,0 -0.373044,50.833647,0 -0.372961,50.833685,0 -0.372858,50.833716,0 -0.372748,50.833747,0 -0.372582,50.833782,0 -0.372404,50.83381,0 -0.372214,50.833839,0 -0.372067,50.83385,0 -0.371984,50.833845,0 -0.37189,50.833833,0 -0.371847,50.833828,0 -0.371803,50.833833,0 -0.371772,50.833848,0 -0.371745,50.833875,0 -0.371733,50.833905,0 -0.371748,50.833979,0
a1722	86	v815	v399	92	-99	-0.380719,50.817784,0 -0.37984,50.817766,0 -0.379495,50.8178,0
a1723	54	v583	v1034	87	-93	-0.388489,50.819571,0 -0.387716,50.819596,0
a1724	64	v399	v1285	81	-99	-0.379495,50.8178,0 -0.378597,50.817885,0
a1725	10	v1285	v1265	86	-94	-0.378597,50.817885,0 -0.378449,50.817892,0
a1726	73	v1034	v1187	175	-5	-0.387716,50.819596,0 -0.387691,50.81941,0 -0.387621,50.818946,0
a1727	82	v1229	v1299	174	12	-0.396332,50.816386,0 -0.39625,50.815852,0 -0.396314,50.815658,0
a1728	100	v878	v736	85	-95	-0.394187,50.81647,0 -0.39277,50.816552,0
a1729	151	v878	v1229	-94	86	-0.394187,50.81647,0 -0.396332,50.816386,0
a1730	80	v1165	v723	-98	82	-0.375764,50.815512,0 -0.376885,50.815413,0
a1731	118	v155	v1282	75	-105	-0.358966,50.819973,0 -0.357348,50.820247,0
a1732	46	v1159	v886	82	-98	-0.355175,50.817564,0 -0.354527,50.817624,0
a1733	53	v1282	v1300	168	-12	-0.357348,50.820247,0 -0.357189,50.819778,0
a1734	54	v706	v1301	-6	174	-0.382353,50.819979,0 -0.38243,50.820464,0
a1735	48	v088	v1302	-97	83	-0.378598,50.826189,0 -0.37928,50.826134,0
a1736	62	v088	v1303	-9	171	-0.378598,50.826189,0 -0.378737,50.826738,0
a1737	169	v1220	v339	-97	83	-0.392421,50.821292,0 -0.394812,50.821105,0
a1738	88	v049	v057	85	180	-0.379547,50.827423,0 -0.378619,50.827477,0 -0.378619,50.82768,0
a1739	38	v031	v087	-95	85	-0.377017,50.826816,0 -0.37756,50.826785,0
a1740	30	v1304	v1305	171	-9	-0.379413,50.826671,0 -0.379346,50.8264,0
a1741	37	v1304	v051	-8	172	-0.379413,50.826671,0 -0.379484,50.827003,0
a1742	48	v1304	v1303	81	-99	-0.379413,50.826671,0 -0.378737,50.826738,0
a1743	30	v1305	v1302	171	-9	-0.379346,50.8264,0 -0.37928,50.826134,0
a1744	21	v1305	v1306	-94	86	-0.379346,50.8264,0 -0.379646,50.826387,0
a1745	54	v1306	v1302	174	-97	-0.379646,50.826387,0 -0.379596,50.826108,0 -0.37928,50.826134,0
a1746	69	v1306	v050	-7	173	-0.379646,50.826387,0 -0.379758,50.827003,0
a1747	19	v050	v051	90	-90	-0.379758,50.827003,0 -0.379484,50.827003,0
a1748	70	v1303	v052	-8	172	-0.378737,50.826738,0 -0.378868,50.82736,0
a1749	38	v008	v087	173	-7	-0.377624,50.827126,0 -0.37756,50.826785,0
